,Manufacturer,Model Name,Category,Screen Size,Screen,CPU,RAM, Storage,GPU,Operating System,Operating System Version,Weight,Price (Euros),Price (USD),sizeperWeight,priceperharddrive,priceperram,LogPrice (USD)
673,Acer,Predator G9-793,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,1280,Nvidia GeForce GTX 1060,Windows,10,0.8753117206982544,2299.0,2482.92,4.119047619047619,1.93978125,155.1825,7.817593236415578
674,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256,Nvidia GeForce GTX 1050,Windows,10,0.4812967581047382,985.0,1063.8000000000002,5.9541984732824424,4.155468750000001,132.97500000000002,6.970542267080902
675,Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1152,Nvidia GeForce GTX1060,Windows,10,0.38653366583541154,1339.0,1446.12,6.9642857142857135,1.2553124999999998,180.765,7.2773306533933795
676,Vero,K146 (N3350/4GB/32GB/W10),Notebook,14.0,1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,32,Intel HD Graphics 500,Windows,10,0.13216957605985036,202.9,219.13200000000003,11.475409836065573,6.847875000000001,54.78300000000001,5.394227366424329
677,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,512,Intel HD Graphics 620,Windows,10,0.1695760598503741,1970.0,2127.6000000000004,9.708029197080291,4.155468750000001,265.95000000000005,7.663219765606944
678,Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,AMD Radeon R7 M460,Windows,10,0.34663341645885287,959.0,1035.72,7.5,4.04578125,129.465,6.943817162127159
679,Apple,"MacBook 12""",Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.2GHz,8,512,Intel HD Graphics 5300,Mac OS,X,0.05735660847880303,1165.0,1258.2,13.043478260869565,2.457421875,157.275,7.138231877663139
680,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.18204488778054861,2330.0,2516.4,9.859154929577466,9.8296875,314.55,7.830981901857404
681,Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32,Intel HD Graphics 500,Windows,10,0.2344139650872818,299.0,322.92,8.588957055214724,10.09125,80.73,5.780496571723906
682,Dell,Latitude 3580,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,128,Intel HD Graphics 620,Windows,10,0.314214463840399,810.0,874.8000000000001,8.0,6.8343750000000005,109.35000000000001,6.775137754367298
683,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows,10,0.17206982543640897,1349.0,1456.92,10.072463768115943,5.69109375,182.115,7.284766041378708
684,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,8,256,AMD Radeon R5 M420X,Windows,10,0.3266832917705736,739.0,798.12,7.8,3.11765625,99.765,6.683511122223894
685,HP,ZBook 17,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256,Nvidia Quadro M2200,Windows,10,0.6109725685785536,2064.9,2230.092,4.968152866242038,8.711296875,278.7615,7.710246430695708
686,Asus,Pro P2540UA-XS51,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.4189526184538654,1099.0,1186.92,6.582278481012658,4.63640625,148.365,7.0799591575878065
687,Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.14962593516209477,1499.0,1618.92,10.310077519379846,6.32390625,202.365,7.390132044291014
688,Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 7300HQ 2.5GHz,8,256,Nvidia GeForce GTX 1050,Windows,10,0.34164588528678314,1749.0,1888.92,7.572815533980582,7.37859375,236.115,7.544289779115503
689,Dell,Latitude 3180,Netbook,11.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,128,Intel HD Graphics 505,Windows,10,0.2344139650872818,744.0,803.5200000000001,7.116564417177915,6.277500000000001,200.88000000000002,6.69024582628502
690,HP,EliteBook 820,Netbook,12.5,1366x768,Intel Core i5 7300U 2.6GHz,8,256,Intel HD Graphics 620,Windows,10,0.14214463840399005,1389.0,1500.12,9.920634920634921,5.85984375,187.515,7.313966775140093
691,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Windows,10,0.3516209476309227,780.0,842.4000000000001,7.428571428571428,1.6848,210.60000000000002,6.73744134131246
692,HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,15.6,1366x768,AMD A12-Series 9700P 2.5GHz,8,2048,AMD Radeon R7 Graphics,Windows,10,0.3366583541147133,629.0,679.32,7.647058823529411,0.33169921875,84.915,6.522563275713528
693,Dell,Inspiron 7567,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,512,Nvidia GeForce GTX 1050 Ti,Windows,10,0.4812967581047382,1679.0,1813.32,5.9541984732824424,3.541640625,113.3325,7.503466020850606
694,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1024,Nvidia GeForce 920M,Windows,10,0.4264339152119701,609.0,657.72,6.5,0.6423046875,164.43,6.490298558021594
695,HP,Omen 17-an012dx,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,1024,AMD Radeon RX 580,Windows,10,0.7605985037406484,1749.0,1888.92,4.625668449197861,1.8446484375,157.41,7.544289779115503
696,MSI,GE72MVR 7RG,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,1536,Nvidia GeForce GTX 1070,Windows,10,0.5511221945137157,2415.0,2608.2000000000003,5.9655172413793105,1.6980468750000002,163.01250000000002,7.866798939921941
697,Samsung,Notebook 9,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.029925187032418976,1499.0,1618.92,16.419753086419753,6.32390625,202.365,7.390132044291014
698,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1024,Nvidia GeForce GT 940MX,Windows,10,0.32169576059850374,961.0,1037.88,7.878787878787879,1.0135546875,129.735,6.945898488760177
699,Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,AMD Radeon R5 M420,Windows,10,0.3715710723192021,789.81,852.9947999999999,7.155963302752293,3.3320109374999998,106.62434999999999,6.749925104777057
700,Lenovo,Thinkpad T470s,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows,10,0.15710723192019954,1859.0,2007.72,10.606060606060606,7.84265625,250.965,7.605252982279341
701,Razer,Blade Stealth,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.5GHz,16,512,Intel HD Graphics 620,Windows,10,0.14962593516209477,1799.0,1942.92,9.689922480620154,3.794765625,121.4325,7.572461831910232
702,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,1152,Nvidia GeForce GTX 1060,Windows,10,0.9152119700748131,2505.02,2705.4216,3.967889908256881,2.34845625,169.08885,7.90338259851653
703,Dell,Latitude 3480,Notebook,14.0,1366x768,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Windows,10,0.2668329177057357,755.0,815.4000000000001,7.954545454545454,1.6308000000000002,203.85000000000002,6.70490443093569
704,Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500,Intel HD Graphics 520,Windows,10,0.3516209476309227,489.9,529.092,7.428571428571428,1.058184,132.273,6.273050576387711
705,Toshiba,Tecra X40-D-10Z,Ultrabook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,128,Intel HD Graphics 620,Windows,10,0.13965087281795513,1090.0,1177.2,11.2,9.196875,294.3,7.071743129087587
706,Lenovo,Thinkpad X1,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512,Intel HD Graphics 620,Windows,10,0.10972568578553615,2499.0,2698.92,12.389380530973453,5.271328125,337.365,7.900977421923825
707,MSI,GL62M 7RD,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256,Nvidia GeForce GTX 1050,Windows,10,0.4264339152119701,1199.0,1294.92,6.5,5.05828125,161.865,7.166976146611883
708,Lenovo,ThinkPad X1,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.10972568578553615,1875.0,2025.0,12.389380530973453,7.91015625,253.125,7.613818684808629
709,Toshiba,Satellite Pro,Notebook,14.0,1366x768,Intel Pentium Dual Core 4405U 2.1GHz,4,128,Intel HD Graphics 510,Windows,10,0.26433915211970077,499.0,538.9200000000001,8.0,4.210312500000001,134.73000000000002,6.291420980435151
710,Asus,ZenBook Flip,2 in 1 Convertible,13.3,Touchscreen / Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.10224438902743144,1358.0,1466.64,12.09090909090909,5.7290625,183.33,7.291410947492644
711,Dell,Latitude 3480,Notebook,14.0,1366x768,Intel Core i3 6006U 2GHz,4,500,Intel HD Graphics 520,Windows,10,0.2668329177057357,585.0,631.8000000000001,7.954545454545454,1.2636,157.95000000000002,6.450154416453445
712,Acer,Swift 3,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8,128,Intel HD Graphics 620,Windows,10,0.20199501246882795,619.0,668.5200000000001,9.333333333333334,5.222812500000001,83.56500000000001,6.506561037724619
713,Razer,Blade Pro,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,32,512,Nvidia GeForce GTX 1080,Windows,10,0.6982543640897756,5499.0,5938.92,4.957020057306591,11.599453125,185.59125,8.689450944252528
714,Lenovo,Thinkpad X1,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,16,512,Intel HD Graphics 520,Windows,10,0.10224438902743144,2099.0,2266.92,12.727272727272727,4.427578125,141.6825,7.726618390856916
715,Lenovo,Thinkpad T460,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows,10,0.2518703241895262,1186.0,1280.88,8.23529411764706,5.0034375,160.11,7.1560830293553614
716,Lenovo,ThinkPad T470s,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256,Intel HD Graphics 620,Windows,10,0.15710723192019954,1650.0,1782.0000000000002,10.606060606060606,6.960937500000001,222.75000000000003,7.48605261786314
717,Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,1280,Nvidia GeForce GTX 1070,Windows,10,0.6284289276807979,2774.63,2996.6004000000003,4.859813084112149,2.3410940625000003,187.28752500000002,8.005567380919555
718,Asus,Rog GL702VS-BA023T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,1280,Nvidia GeForce GTX 1070,Windows,10,0.5511221945137157,2419.0,2612.52,5.9655172413793105,2.04103125,163.2825,7.868453250696874
719,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,500,Intel HD Graphics 620,Windows,10,0.3266832917705736,669.0,722.5200000000001,7.8,1.44504,180.63000000000002,6.584128189089605
720,Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128,Intel HD Graphics 620,Windows,10,0.401496259351621,590.0,637.2,6.782608695652175,4.978125,79.65,6.4586517138441435
721,Asus,Rog GL702VM-GC017T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,1536,Nvidia GeForce GTX 1060,Windows,10,0.5087281795511223,1799.0,1942.92,6.336996336996338,1.264921875,121.4325,7.572461831910232
722,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32,1536,Nvidia GeForce GTX 1070,Windows,10,0.9301745635910224,3072.89,3318.7212,3.9140271493212673,2.16062578125,103.7100375,8.107636082480747
723,HP,ProBook 470,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,8,1024,Nvidia GeForce 930MX,Windows,10,0.4837905236907731,910.0,982.8,6.577946768060837,0.959765625,122.85,6.8914226243612395
724,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,128,Intel HD Graphics 620,Windows,10,0.3715710723192021,713.99,771.1092000000001,7.155963302752293,6.024290625000001,96.38865000000001,6.64912599079876
725,HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,512,Intel HD Graphics 520,Windows,7,0.2119700748129676,1870.0,2019.6,9.09090909090909,3.94453125,252.45,7.611149775993632
726,Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,256,AMD Radeon R5 M420,Windows,10,0.3715710723192021,739.0,798.12,7.155963302752293,3.11765625,199.53,6.683511122223894
727,Asus,ZenBook UX310UQ-GL026T,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,512,Nvidia GeForce 940M,Windows,10,0.18952618453865339,1026.0,1108.0800000000002,9.172413793103448,2.1642187500000003,138.51000000000002,7.01128612180903
728,HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.1471321695760599,2277.0,2459.1600000000003,10.390625,9.606093750000001,307.39500000000004,7.807981667461764
729,HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,512,Intel HD Graphics 520,Windows,10,0.2119700748129676,1468.0,1585.44,9.09090909090909,3.0965625,198.18,7.369247791209445
730,Asus,Rog GL502VM-DS74,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,1152,Nvidia GeForce GTX 1060,Windows,10,0.3516209476309227,1899.0,2050.92,7.428571428571428,1.7803125,128.1825,7.626531219175897
731,Lenovo,ThinkPad T470p,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256,Nvidia GeForce GT 940MX,Windows,10,0.31670822942643395,1903.0,2055.24,7.142857142857143,8.02828125,256.905,7.628634351279972
732,Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Nvidia GeForce GTX 930MX,Windows,10,0.401496259351621,787.0,849.96,6.782608695652175,3.32015625,106.245,6.746365123943409
733,Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128,Intel HD Graphics 620,Windows,10,0.30174563591022446,945.0,1020.6,8.210526315789474,7.9734375,127.575,6.92912530471833
734,Asus,X541NA (N4200/4GB/1TB/W10),Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1024,Intel HD Graphics 505,Windows,10,0.3266832917705736,449.0,484.92,7.8,0.4735546875,121.23,6.1860440012974385
735,HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8GHz,8,256,Intel HD Graphics 620,Windows,10,0.1471321695760599,2559.0,2763.7200000000003,10.390625,10.795781250000001,345.46500000000003,7.924694643005921
736,Dell,Inspiron 5368,Notebook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,8,1024,Intel HD Graphics 520,Windows,10,0.23192019950124693,649.0,700.9200000000001,8.209876543209877,0.6844921875000001,87.61500000000001,6.5538194374179035
737,Lenovo,ThinkPad E570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1024,Intel HD Graphics 620,Windows,10,0.401496259351621,850.66,918.7128,6.782608695652175,0.89718046875,114.8391,6.824061447393624
738,HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256,AMD Radeon R7 M465,Windows,10,0.28678304239401503,1349.0,1456.92,8.478260869565217,5.69109375,182.115,7.284766041378708
739,Toshiba,Portege X30-D-10X,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128,Intel HD Graphics 620,Windows,10,0.08977556109725687,1285.0,1387.8000000000002,12.666666666666666,10.842187500000001,346.95000000000005,7.236195343906086
740,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7660U 2.5GHz,16,512,Intel Iris Plus Graphics 640,Windows,10,0.14962593516209477,2240.0,2419.2000000000003,10.310077519379846,4.7250000000000005,151.20000000000002,7.791605460363952
741,HP,Probook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Windows,10,0.3441396508728179,910.0,982.8,7.536231884057972,1.9656,245.7,6.8914226243612395
742,Toshiba,Portégé Z30-C-188,Ultrabook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows,10,0.12718204488778057,1095.0,1182.6,11.083333333333334,4.61953125,147.825,7.076315920526055
743,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows,10,0.1695760598503741,1950.0,2106.0,9.708029197080291,8.2265625,263.25,7.653020413804189
744,Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.21695760598503744,902.0,974.16,8.974358974358974,3.8053125,121.77,6.882601560098597
745,Dell,Precision 3520,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1024,Nvidia Quadro M620,Windows,10,0.38403990024937656,1778.0,1920.24,6.995515695067264,1.875234375,240.03,7.560726089894563
746,Lenovo,ThinkPad L570,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500,Intel HD Graphics 620,Windows,10,0.42144638403990026,1055.0,1139.4,6.554621848739496,2.2788000000000004,284.85,7.039134357038517
747,Toshiba,Tecra A50-D-11D,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows,10,0.3266832917705736,1388.0,1499.0400000000002,7.8,5.855625000000001,187.38000000000002,7.313247053401419
748,Lenovo,Thinkpad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,1,Intel HD Graphics 620,Windows,10,0.18703241895261846,735.0,793.8000000000001,9.236111111111112,793.8000000000001,198.45000000000002,6.678090510677662
749,Samsung,Notebook 9,Ultrabook,15.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,256,Nvidia GeForce 940MX,Windows,10,0.13466334164588528,1849.0,1996.92,12.195121951219512,7.80046875,124.8075,7.599861918366835
750,Dell,Latitude 7280,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,256,Intel HD Graphics 620,Windows,10,0.22693266832917708,1690.0,1825.2,7.8125,7.1296875,228.15,7.50999258418224
751,Xiaomi,Mi Notebook,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Nvidia GeForce 940MX,Windows,10,0.1471321695760599,935.0,1009.8,10.390625,3.94453125,126.225,6.918497375514039
752,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1152,Nvidia GeForce 940MX,Windows,10,0.3715710723192021,912.5,985.5,7.155963302752293,0.85546875,246.375,6.89416332546267
753,HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows,10,0.3366583541147133,839.0,906.12,7.647058823529411,3.53953125,226.53,6.810274745663584
754,HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows,10,0.1471321695760599,1700.0,1836.0,10.390625,7.171875,459.0,7.515889085215125
755,HP,Pavilion x360,2 in 1 Convertible,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,4,500,Intel HD Graphics 620,Windows,10,0.401496259351621,684.8,739.584,6.782608695652175,1.4791679999999998,184.896,6.60743906414136
756,Asus,VivoBook L402NA,Notebook,14.1,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32,Intel HD Graphics 500,Windows,10,0.23940149625935164,348.0,375.84,8.545454545454545,11.745,93.96,5.931820694180467
757,Lenovo,IdeaPad 510-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,1024,Nvidia GeForce 940MX,Windows,10,0.37655860349127185,669.0,722.5200000000001,7.09090909090909,0.7055859375000001,90.31500000000001,6.584128189089605
758,Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,500,Intel HD Graphics,Windows,10,0.37655860349127185,369.0,398.52,7.09090909090909,0.79704,99.63,5.990263826531463
759,HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows,10,0.1471321695760599,1799.0,1942.92,10.390625,7.58953125,485.73,7.572461831910232
760,Asus,Rog GL753VD-GC082T,Gaming,17.3,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,12,1152,Nvidia GeForce GTX 1050,Windows,10,0.37655860349127185,1369.9,1479.4920000000002,7.863636363636363,1.2842812500000003,123.29100000000001,7.300129743947175
761,Lenovo,IdeaPad 110-17ACL,Notebook,17.3,1600x900,AMD A4-Series 7210 2.2GHz,4,500,AMD Radeon R3,Windows,10,0.5261845386533666,379.0,409.3200000000001,6.178571428571429,0.8186400000000003,102.33000000000003,6.016937343081013
762,HP,Probook 640,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128,Intel HD Graphics 620,Windows,10,0.314214463840399,1265.0,1366.2,7.17948717948718,10.6734375,341.55,7.220520131801381
763,HP,Envy x360,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16,256,Intel HD Graphics 620,Windows,10,0.18204488778054861,1399.0,1510.92,9.366197183098592,5.90203125,94.4325,7.321135645286782
764,Samsung,Notebook 9,Ultrabook,15.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows,10,0.1197007481296758,1699.0,1834.92,12.820512820512821,7.16765625,229.365,7.5153009972463565
765,Lenovo,ThinkPad T470s,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.15710723192019954,1799.0,1942.92,10.606060606060606,7.58953125,242.865,7.572461831910232
766,MSI,GS73VR Stealth,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16,2560,Nvidia GeForce GTX 1060,Windows,10,0.43391521197007493,2649.0,2860.92,7.1193415637860085,1.117546875,178.8075,7.959248007244936
767,Toshiba,Portege X30-D-10V,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.08977556109725687,1475.0,1593.0,12.666666666666666,6.22265625,199.125,7.374001859350161
